date,title,link,compensation,employment_type,images,description
2019-08-14 15:01,Government Construction Contract Site Superintendent,https://losangeles.craigslist.org/sfv/egr/d/oxnard-government-construction-contract/6956784884.html,Pay depending on experience,full-time,,"Government Construction Contract Site Superintendent 
Job Description
Full Service Prime Construction Contractor seeks experienced Site Superintendent. The successful candidate will oversee all trades and effectively manage daily on site activities. The successful candidate must possess the knowledge, experience, and ability to professionally interact with the client, design professionals, project managers, and owners while successfully directing the sub-contractors and other construction related personnel in planning, coordinating, and successfully executing the work in accordance with the contract documents, plans, specifications, schedule, and budget. This position must work closely with the Project Manager to ensure timely, accurate, on budget completion of the construction projects.
Responsibilities
• Assist in project schedule preparation
• Read and understand project plans, specifications, schedules, and contract documents; and provide feedback on design, scheduling, potential cost savings, and potential construction problems.
• Read understand and comply with project budget and schedule.
• Maintain job site office and equipment requirements.
• Effectively manage crews and sub-contractors to ensure compliance with contract, budget and schedule requirements.
• Effectively communicate relevant project issues.
• Maintain a safe efficient jobsite.
• Maintain and enforce construction standards and quality control measures.
• Effectively communicate with Project Manager
• Ensure compliance with OSHA requirements.
• Maintain control and responsibility for company tools and equipment.
• Prepare, distribute, and maintain project deficiency lists.
• Coordinate required testing
• Ensure as built drawings are prepared on an ongoing basis by all trades.
Qualifications
At least 3 years demonstrated success as Construction Superintendent. Minimum OSHA 40 hour training, the current 8-hour refresher training, plus the 8-hour supervisor training for Hazardous Waste Operations and Emergency Response (HAZWOPER) required. Certification in first aid and CPR by a recognized, approved organization such as American Red Cross preferred. The successful candidate must pass a federal background check, and pre-employment drug testing.
Additional Information
To apply please submit resume, cover letter, and salary requirements."
2019-08-14 15:52,Project Manager,https://losangeles.craigslist.org/lac/egr/d/los-angeles-project-manager/6956818830.html,Depending on Experience,full-time,,"Dedicated to “Excellence in Engineering,” E2 Consulting Engineers, Inc. (E2) was founded in 1988 to deliver environmentally focused services related to water and wastewater. Since then, the firm has grown and broadly diversified to provide engineering, environmental consulting, oil and gas pipeline, infrastructure operations, and remediation-related services. Since the firm’s founding, the management team has balanced growth with fiscal prudence, resulting in a solid, financially stable business, sustained growth, and loyal clients and employees.





E2 Consulting Engineers, Inc. offers an excellent benefits package including health, dental, vision, and life insurance, 401(k) with employer match, paid time off. Qualified candidates only please submit your resume. We are an Equal Opportunity Employer.




LOCAL CANDIDATES PREFERRED. NO PER DIEM OR RELOCATION OFFERED AT THIS TIME.




E2 Consulting Engineers, Inc. has immediate openings for Project Managers for a natural gas pipeline projects located in San Ramon, California. We are looking for highly motivated, qualified, self-starters with minimum 3 years of project management/construction experience with proven capabilities to lead multidisciplinary field teams. He or she will have excellent written/verbal communication skills and the demonstrated ability to coordinate stakeholders. Ideal candidates will have project engineering and/or construction experience. The Project Manager will have experience on utility or infrastructure projects. This position entails managing multiple projects at one time and requires excellent collaboration and communication skills.

RESPONSIBILITIES

1. Manages large multi-discipline natural gas infrastructure project teams.

2. Ensures compliance with overall project objectives of scope, schedule and budget.

3. Coordinates the compilation of applicable regulations and client guidelines for design, project

documentation and records.

4. Manages cost, scope, schedules, stakeholder needs and project implementation for the assigned project elements and monitors / reports on progress and variances.

5. Manages technical support during construction.

6. Coordinates project communications between project team, stakeholders and client.

7. Coordinates and leads site visits.

8. Travel to projects sites is required.

9. Overtime will be required as needed.
EXPERIENCE

3-5 minimum years of experience managing natural gas infrastructure or utility projects.

EDUCATION

B.S. in Mechanical or Civil Engineering, B. S. in Operations Management or Project Management from accredited college or university is preferred as a minimum. In-depth Natural Gas utility infrastructure or facility construction management experience will be considered based on type and duration.

PMP certification preferred but not required.

Local candidates preferred no per Diem or relocation offered at this time.

No employment agencies please.

Please click on the link below to apply:

  


E2 Consulting Engineers, Inc. is an Equal Opportunity Employer."
2019-08-14 15:45,Civil/Structural Engineer in San Gabriel Valley w/ AutoCAD Experiences,https://losangeles.craigslist.org/sgv/egr/d/civil-structural-engineer-in-san/6956814678.html,Based on Experiences,full-time,,"Seeking a Full-Time Civil or Structural Engineer with Designer   Experiences in Extensive AutoCAD Architectural/Structural draftings. 

Must have basic knowledge of CBC 2016 Codes, Steel Manual, EIA/TIA-222-H, ASEC/SEI 7-10, Municipal codes and zoning regulations for Various counties and cities throughout Southern California.  Must be able to work in a team environment.  Must be willing to travel to various cities and counties to submit plans as a Expediter with own car.

JOB DESCRIPTION
Structural Calculations using Excel,   Risa-3D, tnxTower, Enercalc, etc.
Design Site plans, Elevations, Floor plans, Schedules, and other Architectural requirements.
Design Structural Details, Structural Notes, and Structural Plans per Structural requirements.
Design Grading Plans, Landscape Plans, Elevations, and all other required conditions per city requirements.


Submit plans as an Expediter to various cities and counties.

Be able to meet deadlines and work with As-Built projects and New Construction.

QUALIFICATIONS
·	Punctuality in both being on work on time and meeting deadlines
·	Experienced in Autocad 2014/2015 
·	Experienced in Revit or BIM software a plus but not required
·	Experience in Office Suite (MS Word, Excel, PowerPoint)
·	Knowledgeable in Construction Techniques and Building Codes
·	College Education A Plus but not required 
·	Portfolio A Plus but not required
·	Willing to travel and submit plans to various cities and counties in Southern California.
*      P.E. License/Architectural License/E.I.T. not required.
*      3-D Rendering a Plus.    
*      Bilingual a Plus. 


ABOUT LEEDCO, ENGINEERS, INC.
We are an Architectural and Consulting firm with over 40 years of experience in building and designing.
Our President has multiple degrees in Civil Engineering including Surveying, Structural Engineering, and Geotechnical Engineering. We are licensed in various states, and have a successful turn around between Planning, R.T.I., Ground-breaking, and Certificate of Occupancy in Commercial, Telecommuncations, and Residential Projects.
We are a strong, independent group of working professionals who are willing to teach and help the right candidate develop the skills necessary to advanced in this booming field."
2019-08-14 17:15,Surveyor Draftsman Intellicad Carlson,https://losangeles.craigslist.org/sfv/egr/d/canyon-country-surveyor-draftsman/6956869103.html,Compensation based on experience,employee's choice,,"Land Survey company is looking for experienced draftsperson for Canyon Country office. Experience with Autocad, Intellicad and Carlson Survey preferred, Weekdays, flexible hours considered, candidate needs minimum 1-year survey drafting experience or Survey related drafting classes, COC students encouraged to apply. Drafting includes boundary, topographic, slope analysis, certifications, corner records and records of survey. Excellent work stations with high end computers and 30-inch dual monitors."
2019-08-14 19:11,Architect entry/intermediate level,https://losangeles.craigslist.org/lac/egr/d/los-angeles-architect-entry/6956924567.html,TBD,full-time,,"Architecture firm located in Mid Wilshire area is looking for an entry/intermediate level position.  Experience in architect's firm is preferred but not required.  We work on varied projects - residential, commercial, and interior design.

Requirements:
Excellent verbal and written communication skills
Proficiency in AutoCAD
Well organized, self-motivated
Architecture degree preferred

Please send your resume and portfolio in PDF."
2019-08-14 16:25,Cabinet Vision / AutoCAD Drafter (La Habra),https://losangeles.craigslist.org/sgv/egr/d/la-habra-cabinet-vision-autocad-drafter/6956839405.html,Compensation based on experience.,full-time,,"Responsibilities:
Ability to turn architectural concept drawings into working shop drawings.
Prepare shop drawings using AutoCAD or Cabinet Vision.
Optimize jobs for CNC equipment in shop.
Requirements:
Must have experience working at a cabinet or woodworking shop
Ability to understand architectural concept drawings
Ability to work on multiple projects at the same time
Ability to communicate well with coworkers and mgt.
Attention to details

Qualifications:
2+ year experience
Cabinet Vision software or AutoCAD experience required
Experience in woodworking or cabinetry a must
Excellent verbal and written communication
Ability to work independently
Job Type: Full-time"
2019-08-14 16:25,Full Time Maintenance Engineer (Hospitality),https://losangeles.craigslist.org/wst/egr/d/el-segundo-full-time-maintenance/6956839968.html,$18-$22 depending on expierence,full-time,,"Interested in the Hospitality Industry?
Come and Join the LAX-South Team!
Rewarding benefits including: Medical, Dental, Vision and 401k Plan!
All proudly managed by Hilton 
**Prior Supervisory experience preferred. Electrical/plumbing experience preferred. Room preventative maintenance experience preferred. **
Beat the Rush! Apply online!
Click on the link underneath the job position you desire and it will take you directly to our job website.
 ***Must apply online to be considered, PLEASE SEE LINK BELOW TO APPLY***


An Engineer is responsible for maintaining the physical functionality and safety of the facility in the hotel's continuing effort to deliver outstanding guest service and financial profitability.

What will I be doing?

As an Engineer, you would be responsible for maintaining the physical functionality and safety of the facility in the hotel's continuing effort to deliver outstanding guest service and financial profitability. Specifically, you would be responsible for performing the following tasks to the highest standards:
•Maintain the physical functionality and safety of the facility including, but not limited to, guest rooms, public space and heart-of-the-house areas
•Respond to guest calls and team member work orders in a timely, friendly and efficient manner to assess and repair non-functioning machinery and/or equipment
•Perform a variety of repair and maintenance tasks including, but not limited to carpentry, plumbing, electrical work, painting, HVAC work and masonry
•Conduct inspections for preventive maintenance needs
•Record and report completed repairs and items that require further attention

What are we looking for?

Since being founded in 1919, Hilton has been a leader in the hospitality industry. Today, Hilton remains a beacon of innovation, quality, and success. This continued leadership is the result of our Team Members staying true to our Vision, Mission, and Values. Specifically, we look for demonstration of these Values:
•Hospitality - We're passionate about delivering exceptional guest experiences. 
•Integrity - We do the right thing, all the time. 
•Leadership - We're leaders in our industry and in our communities. 
•Teamwork - We're team players in everything we do. 
•Ownership - We're the owners of our actions and decisions. 
•Now - We operate with a sense of urgency and discipline 

In addition, we look for the demonstration of the following key attributes:
•Quality 
•Productivity 
•Dependability 
•Customer Focus 
•Adaptability 
What will it be like to work for Hilton?


Hilton is the leading global hospitality company, spanning the lodging sector from luxurious full-service hotels and resorts to extended-stay suites and mid-priced hotels. For nearly a century, Hilton has offered business and leisure travelers the finest in accommodations, service, amenities and value. Hilton is dedicated to continuing its tradition of providing exceptional guest experiences across its global brands.  Our vision ""to fill the earth with the light and warmth of hospitality"" unites us as a team to create remarkable hospitality experiences around the world every day.  And, our amazing Team Members are at the heart of it all! 

EOE/AA/Disabled/Veterans"
2019-08-15 05:33,Senior Site Acquisition Specialist,https://losangeles.craigslist.org/lac/egr/d/newport-beach-senior-site-acquisition/6957043414.html,Dependent on skills & experience,full-time,,"Tectonic Engineering Consultants is currently seeking a full-time Senior Site Acquisition Specialist to work on various telecommunications projects based out of our Newport Beach, CA Office.

ESSENTIAL FUNCTIONS

•	Preparing, reviewing, and submitting various legal documents and drawings;
•	Researching, reviewing, and analyzing tax maps, zoning maps, property maps and corresponding regulations;
•	Performing and coordinating site visits to select site locations to meet client needs, including taking photos, drawing sketches, and documenting observations, such as the area layout, existing structures, and existing utilities;
•	Securing leases for the client, including lease review and negotiations;
•	Communicating and coordinating site activities with vendors, including construction management, environmentalists, engineers, attorneys, and other necessary contacts to ensure successful site completion; this may include regular site walks on construction sites and regular travel;
•	Obtaining permits, which includes communicating with legal counsel and municipalities, preparing zoning and permitting applications, and monitoring application progress;
•	Maintaining client contact and attending various meetings with the client and client’s legal counsel as needed;
•	All other related duties as required. 

TO VIEW AND APPLY, PLEASE VISIT: 

QUALIFICATIONS

•	A minimum of four years of experience in site acquisition, leasing, and zoning; 1 year of experience on wireless telecommunication projects is required;
•	Must possess a valid California Real Estate License, or have the ability to acquire one within a reasonable time period;
•	Experience in the negotiation of leases within the wireless/telecommunications industry, as well as the ability to read, understand, and interpret related legal documents;
•	Must be detail oriented;
•	Excellent oral and written communication skills, as well as good interpersonal skills to effectively coordinate with clients, supervisors, and site managers regarding site progress;
•	HS Diploma or equivalent required; Associate’s or Bachelor’s degree in a related field is a plus;
•	Basic proficiency in Microsoft Office Suite, with ability to use required client software;
•	Requires a valid, acceptable driver’s license and personal vehicle to travel to meetings and site visits. 

COMPETITIVE SALARY & BENEFITS PACKAGE

In addition to providing competitive salaries, Tectonic offers a wide range of benefit options, including:
•	Comprehensive group medical insurance, including health, dental, vision and life
•	Opportunities for professional growth and advancement
•	Tuition reimbursement
•	Paid time off, including vacation and sick
•	Company–observed paid holidays
•	Short and long-term disability coverage
•	Flexible spending accounts for qualifying medical expenses and dependent care
•	Commuter benefit plan for qualifying public transportation costs
•	401K retirement and profit sharing plan. 
We are an equal opportunity/affirmative action employer, and highly encourage resumes from all interested parties including women, minorities, veterans and persons with disabilities. All qualified applicants will be afforded equal employment opportunities without discrimination on the basis of race, creed, color, national origin, sex, age, disability, marital status, or any other protected class.

Tectonic participates in the USCIS E-Verify Program to verify that all new hires are authorized to work in the United States."
2019-08-15 10:50,Cadd Operator,https://losangeles.craigslist.org/lac/egr/d/newport-beach-cadd-operator/6957294754.html,Dependent on skills & experience,full-time,,"Tectonic Engineering Consultants is currently seeking a full-time Cadd Operator with structural design experience to join our Newport Beach, CA Office! 

 

ESSENTIAL FUNCTIONS
The essential functions of this position will include working with computer CADD systems creating, modifying, plotting, and releasing detailed layouts, technical drawings, and working drawings for functional use in accordance with CADD standards from existing drawings, sketches, scanned images, and client drawings. Essential functions also include communicating with project managers, engineers, and other CADD staff in order to create and revise drawings in accordance with project specifications. The Cadd Operator may also perform occasional site visits to obtain necessary specifications, including obtaining photographs, field measurements, and sketching, and will also print, copy, and organize CADD drawings as needed, as well as all other duties as required.

 TO VIEW AND APPLY, PLEASE VISIT: 

QUALIFICATIONS 
•2 years of related work experience, including structural design experience; wireless telecommunications experience is a plus;
•Associate’s Degree or CAD certificate in a related field is a plus;
•Proficiency with AutoCAD 2016 or newer and detailing, as well as functional proficiency with Microsoft Office Suite and the ability to utilize other software programs as needed;
•Detail oriented, with excellent written and oral communication skills;
•Requires a valid, acceptable driver’s license to perform site visits.
 

COMPETITIVE SALARY & BENEFITS PACKAGE

In addition to providing competitive salaries, Tectonic offers a wide range of benefit options, including:

•Comprehensive group medical insurance, including health, dental, vision and life
•Opportunities for professional growth and advancement
•Tuition reimbursement
•Paid time off, including vacation and sick
•Company–observed paid holidays
•Short and long-term disability coverage
•Flexible spending accounts for medical expenses and dependent care
•Commuter benefit plan for public transportation costs
•401K retirement and profit sharing plan.

 

We are an equal opportunity/affirmative action employer, and highly encourage resumes from all interested parties including women, minorities, veterans and persons with disabilities. All qualified applicants will be afforded equal employment opportunities without discrimination on the basis of race, creed, color, national origin, sex, age, disability, marital status, or any other protected class.

 

Tectonic participates in the USCIS E-Verify Program to verify that all new hires are authorized to work in the United States."
2019-08-15 12:56,Design Studio Manager - Landscape,https://losangeles.craigslist.org/wst/egr/d/santa-monica-design-studio-manager/6957404852.html,"Depending on Experience, Negotiable at Interview",full-time,,"Landscape Design Office – Field/Studio Manager – Full Time 

Noted Garden Design firm located on the Westside has an opening for an experienced Studio Manager to join our team. 3 years of experience in a landscape, architectural, interior design or construction office preferred, and pay will be commensurate with experience. 

This is a great opportunity to work with an established landscape design company who collaborates with many local and international architectural firms.

Projects are primarily high-end residential with special commercial projects on the boards as well.  Our projects span from the Hollywood Hills and Beverly Hills up to Santa Barbara and Montecito. 
Our recently completed public projects include Pacific Palisades Village and the San Vincente Bungalows in West Hollywood. 

Our works have also been featured in Luxe Magazine, Elle Decor, California Home+Design, the New York Times and the Garden Conservancy’s Outstanding American Gardens book. 

Some of the key responsibilities may include but are not limited:	

- Act as primary point of contact between designers, clients, consultants and other project team members.
- Design and coordination of projects through all phases 
- Run day-to-day operations with minimal supervision
- Coordinate production of construction documents
- Project administration, tracking and organization through all phases
- Internal management including assigning tasks to administrative assistant, design assistant and CAD drafter and managing efficiency of all workers
- Supervise office employees, ensuring all positions are on-task and handled effectively 
- Creating presentation materials for meeting
- Attending conference calls and project meetings, file and project organization
- Manage all incoming CAD files; candidate must know and be confident in AutoCAD in order to review incoming CAD files and participate in supplemental drafting of plans as necessary. 
Please do not apply if you are not comfortable in CAD! 
-Any and all other tasks as needed by the office at any given time

We are looking for someone approx. 40 - 50 hours a week and position can be full-time for the right, highly qualified candidate. 


DESIRED QUALITIES:

(3) Three years experience in an architectural, interior, landscape design or construction office.
Ability to understand construction drawings from architectural firms. 
Detailed oriented (especially under pressure) and able to communicate clearly with landscape designer, clients, architects and other parties as needed.
Highly organized. 
Comfortable on both PCs and MACs.
Organized and able to work autonomously.
Photoshop, Indesign, general Microsoft Office (Word/Excel).
Contractor or landscape construction experience.
City submittals and construction documents. 
Ability to take simple site measurements and translate into a site plan in AutoCAD. 
Design knowledge and sensibility.
Interest in garden design, architecture, landscape design, horticulture.
Knowledge of other CAD/3D programs, (required) Sketch-Up a plus, 3D perspectives, Revit. 
Hand rendering / sketching.

VERY IMPORTANT, PLEASE NOTE:

- Only candidates in the Los Angeles area should apply, preferably less than an hour from Santa Monica area.
- Resumes in PDF format and limited to 10 megabytes. Please include portfolio if available. 
- Only applicants with proven landscape/architectural/interior/construction or related experience will be contacted. 
- Pay is DOE and negotiable at interview."
2019-08-15 15:32,Design-Build Firm Seeking Architectural/Revit Designer,https://losangeles.craigslist.org/lac/egr/d/culver-city-design-build-firm-seeking/6957522561.html,See job description,full-time,,"LETTER FOUR, INC. () is an established, busy design-build firm located in Culver City, CA. We work primarily on custom single family residential and retail tenant improvement projects, with restaurant and office design among other project types. We are seeking Revit Drafters/Designers who are driven to take on more responsibility, grow, and challenge themselves as they eagerly collaborate with our team and learn the ins and outs of Design-Build. On a daily basis this position will include generating 3D Revit massing models, standard 2D project phase drawings, redlines, sketches, details, etc., brainstorming with principals and other staff, updating Revit standards and construction details, consultations with vendors and consultants, trips to the city, and site visits with our clients, construction team, and subcontractors. 

Salary and benefits are based on experience. The typical salary level for this position is $45,000. Benefits typically included 8 paid holiday, 8 paid PTO days, 3 paid sick days, monthly cell phone stipend, monthly HRA account, 401k contribution after 3 years of continuous employment, and a yearly bonus.  

Necessary skills, experience, and qualities, and abilities to succeed at LETTER FOUR:
 
  - BArch or better
  - Autodesk Revit proficiency with  at least 1-2 years in-office Revit drafting experience for all project phases
  - Excellent organization and communication skills
  - AutoCAD LT 2014 drafting (for consultant coordination)
  - Bluebeam, Photoshop, Microsoft Word, and Excel proficiency
  - Construction administration experience (is a plus)
  - Experience with city permitting (is a plus)
  - Reliability, positivity, self-motivation, drive to learn
  - Unwavering excitement for and dedication to the field
  - Value of a work-life balance
  - Desire ability to thrive in a fun, fresh, and eclectic environment
  - Drive to grow into a position with a high level of responsibility
  - Desire to contribute to mutual success in a long term position


Submission Requirements:

Please email a short letter about yourself with a resume, examples of drawings sets you have prepared, no phone calls or recruiters please. In the email, please answer the following questions:
  1. Confirm that you have the experience listed in the position responsibilities.
  2. State your desired salary range.
  3. Are you currently employed? Please advise when you would be available to begin work.
  4. Are you based locally in the Los Angeles area, and available to interview in person?
  5. Share why you believe you would do well in this position.


PLEASE, only apply if you are in the LOS ANGELES area. It is important to us to find someone who is the right fit for our office environment and this can only be done through an in person interview. Please do NOT contact us if you do not meet all of the minimum qualifications. We will be conducting multi-part interviews to be certain that candidates truly meet all qualifications and will be a great long term fit with Letter Four.

Thank you,
Lauren Adams and Jeremy Baker

*All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, national origin, ethnicity, age, sex, sexual orientation, gender identity and expression, pregnancy, genetic information, immigration status, disability or, if applicable, veteran status, or any other basis protected by all applicable laws."
2019-08-15 13:52,Architectural Recruiter,https://losangeles.craigslist.org/lac/egr/d/los-angeles-architectural-recruiter/6957450377.html,"$55,000 + Including Benefits and Bonuses",full-time,,"Bespoke Careers is looking to hire a design recruiter to join our team in Los Angeles finding talent for California’s top architecture and interior design firms. 

Based in our LA office, this exciting and fast paced role would suit someone who is ambitious, results orientated and a self-starter. 

Ideally you will possess strong communication skills, enjoy client interaction and be passionate about people with a good knowledge of the design industry in Los Angeles. Working collaboratively with like-minded people you will provide inspiration and guidance to others looking for their next career move.

Our studio space in Hollywood will allow you to benefit from a fun, relaxed and social work environment, whilst connecting with some of the industry’s best design professionals. This is an amazing opportunity that offers an incredible benefits package including professional development, flexible working hours, excellent holiday allocation and the opportunity to travel with work overseas. 

DUTIES:

Attending client meetings to understand their requirements
Matching candidates with available positions and providing coaching through job hunting process
Networking with clients to introduce our services
Negotiating salary and benefits packages on behalf of candidates
Attending industry and social events to grow a network

SKILLS:

Qualifications in interior design, architecture or relevant fields
Proven relationship building and customer service skills
Excellent communication skills
Good influencing and networking skills
Sales experience will be an advantage but not essential

BENEFITS:

24 days holiday per year + 6 public holidays
Additional 1 day holiday for each year of service
Sales bonus and quarterly team bonuses
Run your own desk
Flexible working hours
Employment Assistance Program)
Regular team social events
Inter-office working and transfers to other offices (NYC, London, Melbourne, Sydney)
Cake on your birthday!

THE COMPANY:

Bespoke are the global leaders in the architectural recruitment industry and are a unique specialist agency set up for architects and designers, by architects and designers. Our consultants have experience in practice - so we really do understand our industry and care about the people who work within it. 

Bespoke has been recruiting for high-profile practices locally and internationally for over 14 years and have 6 offices globally throughout the US, UK, Asia and Australia."
2019-08-15 16:49,"Flooring Estimator / Carpet, Vinyl, Laminate, H",https://losangeles.craigslist.org/sfv/egr/d/valencia-flooring-estimator-carpet/6957569016.html,DOE. $18.50 - $25 HR,full-time,"https://images.craigslist.org/00w0w_yyLcFa1xUu_600x450.jpg,https://images.craigslist.org/00303_8wbKXfh2HSR_600x450.jpg","Obtain plans electronically from customers, contractors, and plan providers
Read plans and understand what materials go in each room
Read plans to determine quantities of materials required
Read specifications to understand the scope of work
Prepare a job cost report
Store plans and reports for future reference
Determine respective quantities to complete a project based upon plans and specs
Determine whether or not sub-floor is to be leveled
Determine possible issues regarding installation patterns, customer preferences/requests.
Experience and Skills

Experience with blueprints and manual drawings are required
Knowledge of the flooring industry is MANDATORY (5 years)
High School Diploma or equivalent experience.
Excellent communication, presentation and organizational skills.
Working knowledge of Microsoft programs (Word, Excel, Power Point)
Physical demands

While performing the duties of this job, the employee is regularly required to use hands to finger, handle, or feel and talk or hear. The employee frequently is required to sit and reach with hands and arms. The employee is occasionally required to stand; walk; climb or balance; stoop, kneel, crouch, or crawl; and taste or smell. The employee must occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, and ability to adjust focus.
Working conditions

Job Type: Full-time

Experience:

Flooring: 5 year 
Estimating: 2 year"
2019-08-15 19:19,SENIOR DRAFTERS & ARCHITECTS (Glendale Galleria),https://losangeles.craigslist.org/sfv/egr/d/glendale-senior-drafters-architects/6957639547.html,Competitive Salary + Commission,full-time,"https://images.craigslist.org/01414_aMVU8tcrT1v_600x450.jpg,https://images.craigslist.org/00o0o_7XGTlue7XLh_600x450.jpg,https://images.craigslist.org/00303_a1KfF4pnRCa_600x450.jpg,https://images.craigslist.org/00D0D_7d8ndQMf7JD_600x450.jpg,https://images.craigslist.org/00303_gjwE28OZ3Lr_600x450.jpg,https://images.craigslist.org/00W0W_52IsrwbYO0X_600x450.jpg","SENIOR DRAFTERS & ARCHITECTS 

Are you a senior drafter or Architect with at least 15 years of experience? We have a great opportunity for you! 

Introducing SKSI PLANS & PERMITS, the first national brand in Architectural plans & building permits. 

SKSI innovated a structure fusing the benefits and pride of being self-employed with security of working for a big company. We give you the most attractive high profile office, promote you, pay competitive wages and give you commissions on customers we supply you with. Your fully equipped high tech office will be inside the front entrance to the GLENDALE GALLERIA, and you will have use of any of our other offices and network of colleagues at 18+ fashion malls throughout the Southeast Region (we are quickly growing nationally). 

Video of an SKSI location: 

LOCATIONS

•	Valley Plaza Mall in Bakersfield
•	Otay Ranch Town Center in Chula Vista
•	Glendale Galleria
•	The Shoppes at Carlsbad in Carlsbad
•	Galleria at Tyler in Riverside
•	Visalia Mall in Visalia
•	Southland Mall in Hayward
•	Stonestown Mall in San Francisco
•	Northridge Mall in Northridge
•	Meadows Mall in Las Vegas 

REQUIREMENTS

•	Min 15 years’ Experience
•	Drafting of complete construction plan sets (excluding Title 24 and engineering calcs)
•	Drafting MEP's (bonus but not required)
•	Residential: Renovation, Additions, New Construction, ADUs
•	Commercial: Tenant Improvements, Additions, New Construction
•	Work with clients
•	Selling / closing new agreements 
•	Design sessions
•	Engineering details
•	Site Inspections
•	Permit Expediting / working with building departments
•	AutoCAD / Revit / Sketchup / Chief Architect

EXPECTATIONS

•	Integrity
•	Creativity
•	Completion
•	Competence
•	Collaboration
•	Professionalism

COMPENSATION

•	Salary (competitive based on experience and skill)
•	Commissions

ABOUT SKSI

Video about SKSI: 

SKSI Plans and Permits (SKSI), the first National brand offering construction plans and permit expediting services announced nine new stores in California and Los Vegas for its innovative retail concept chain by the end of the year.

SKSI Plans & Permits provides expert, fast, affordable and extremely accessible construction plans, engineering, Title 24 and permit expediting services for residential & commercial projects. SKSI helps builders, contractors, developers and property owners and managers save money and time without sacrificing quality by expediting planning and permitting for construction and property development. SKSI’s proprietary processes include the use of custom-developed software that streamlines the design and permit processes. 

SKSI makes the process of creating and approving construction plans and permits extraordinary accessible and efficient for contractors, realtors and real estate investors, leasing companies and property managers, business and retail store owners, commercial landlords and homeowners. SKSI’s proprietary processes include the use of custom-developed software that streamlines the design and permit processes. 

CLIENT LIST INCLUDES

•	Homeowners
•	Leasing & management companies
•	Brookfield Properties
•	Westfield Malls
•	Apple Stores
•	AMC Theaters
•	Bloomingdales
•	Macy’s
•	Van’s
•	Starbucks
•	Victoria’s Secret
•	Gold’s Gym
•	Panda Express
•	… about 500 other top brands"
2019-08-15 14:56,Experienced Site Superintendent,https://losangeles.craigslist.org/wst/egr/d/los-angeles-experienced-site/6957498185.html,B.O.E.,full-time,,"Full architectural, interior design, construction and development firm is looking for Site Superintendents for Westside residential projects.

Ideal candidate will have minimum 10 years of experience, in Type V residential construction.

Our firm specializes in large custom residential projects in Los Angeles, Santa Monica, Beverly Hills, Brentwood, and Pacific Palisades. Superintendent must be organized, a multi-tasker with a positive attitude and the ability to coordinate professionally with clients, office personnel, and sub-contractors. Candidate will be a no-nonsense, hard-working, honest, professional with a firm grasp of all aspects of construction documents with the ability to interface with inspectors and the various cities."
2019-08-15 22:07,CADD Drafting /Job Captain - West Los Angeles,https://losangeles.craigslist.org/wst/egr/d/los-angeles-cadd-drafting-job-captain/6957688595.html,BOE,full-time,,"West Los Angeles architecture firm, established almost 20 years ago (residential/medical/commercial/office/retail projects) has openings for motivated and professional architects in training with good CAD skills.
Need good communication and organizational skills.

AXP hours available for professionals working towards full architect licensure.

Responsibilities for CAD and Job Captain position include, being actively involved in design and construction drawing production and coordination of multiple projects as well as very good listening skill in following specific directions / protocols. 

The CAD Drafting Tech will support JC and be able to produce and coordinate construction documents, package submittal, bid and construction sets of drawings.

The Job Captain will support PM and be able to produce and coordinate construction documents, package submittal, bid and construction sets of drawings, coordinate with consultants, building agencies, team members.

Professional growth opportunity!! 
Must be responsible and organized with abilities in general office skills.

Good working skills in AutoCAD / Sketchup / Microsoft Office 2010 / 365 Suite / Adobe Photoshop / Acrobat / for permanent position. 


MOST IMPORTANT CANDIDATE ATTRIBUTES - FOCUSED, ACCURATE and DETAILED. WILLING TO LEARN THE CODE.

4 years solid CADD experience. Must be proficient on CAD including X-Referencing, Layer Management and control, be able to produce drawings to complete construction documents, package submittal, bid and construction sets of drawings. Good attitude and desire to learn is even more valuable than specific knowledge!!

Resume and Samples of work: 
Resume to be submitted in a 2-page MAXIMUM PDF format. 
Work Samples to be submitted in 10MB MAXIMUM PDF format.
Salary: Based on experience."
2019-08-16 12:47,Architectural Drafter,https://losangeles.craigslist.org/lgb/egr/d/inglewood-architectural-drafter/6958129461.html,$24 to $30 per hour,full-time,,"Duties and Responsibilities:

Work on residential construction documents, Type 5 housing, and wood frame structures. 

Position Requirements:

Minimum of 4 plus years of experience with residential housing--inside and outside drawings.
Must be proficient with AutoCAD--know all commands.
Prefer single family tract home experience.
Multifamily or custom homes is acceptable.
Must know ex-referencing, paper space, model space, layering, blocking.
This is a production environment - very fast-paced."
